,Entity,Regional Indicator,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
1578,Dominican Republic,North America,2008,15.045314494418548
1579,Dominican Republic,North America,2009,15.05150731867719
1580,Dominican Republic,North America,2010,15.05088327135071
1581,Dominican Republic,North America,2011,15.04307711088893
1582,Dominican Republic,North America,2012,15.03014629896616
1583,Dominican Republic,North America,2013,15.01208467362448
1584,Dominican Republic,North America,2014,14.998902879020129
1585,Dominican Republic,North America,2015,14.99603971473168
1586,Dominican Republic,North America,2016,14.99544394874289
1587,Dominican Republic,North America,2017,14.989529762947102
1588,Dominican Republic,North America,2018,15.010098430328918
1589,Dominican Republic,North America,2019,15.03912021692754
1590,Ecuador,South America,1990,14.23996085081009
1591,Ecuador,South America,1991,14.2091265282304
1592,Ecuador,South America,1992,14.18422211291006
1593,Ecuador,South America,1993,14.16484684892509
1594,Ecuador,South America,1994,14.15634878525092
1595,Ecuador,South America,1995,14.15275561124704
1596,Ecuador,South America,1996,14.16503314446621
1597,Ecuador,South America,1997,14.183365021916511
1598,Ecuador,South America,1998,14.20292082411775
1599,Ecuador,South America,1999,14.219587855840013
1600,Ecuador,South America,2000,14.23490141933192
1601,Ecuador,South America,2001,14.25447889131641
1602,Ecuador,South America,2002,14.300008367444269
1603,Ecuador,South America,2003,14.35970724149152
1604,Ecuador,South America,2004,14.421798117286269
1605,Ecuador,South America,2005,14.45641175689025
1606,Ecuador,South America,2006,14.471374901679471
1607,Ecuador,South America,2007,14.483932582351793
1608,Ecuador,South America,2008,14.49694041336785
1609,Ecuador,South America,2009,14.50590317484471
1610,Ecuador,South America,2010,14.51487164937608
1611,Ecuador,South America,2011,14.53561775662354
1612,Ecuador,South America,2012,14.55821804843109
1613,Ecuador,South America,2013,14.585434048333951
1614,Ecuador,South America,2014,14.60606779968899
1615,Ecuador,South America,2015,14.622236341281187
1616,Ecuador,South America,2016,14.622976543714389
1617,Ecuador,South America,2017,14.62010974807752
1618,Ecuador,South America,2018,14.61038054489093
1619,Ecuador,South America,2019,14.58815525610989
1650,El Salvador,North America,1990,13.24010696823878
1651,El Salvador,North America,1991,13.244292095254153
1652,El Salvador,North America,1992,13.24591840933711
1653,El Salvador,North America,1993,13.244230652723449
1654,El Salvador,North America,1994,13.24233674736397
1655,El Salvador,North America,1995,13.238943515006673
1656,El Salvador,North America,1996,13.232715360320327
1657,El Salvador,North America,1997,13.21935191230387
1658,El Salvador,North America,1998,13.208182481725238
1659,El Salvador,North America,1999,13.199856349820442
1660,El Salvador,North America,2000,13.1951875727401
1661,El Salvador,North America,2001,13.19710915107458
1662,El Salvador,North America,2002,13.204262077213972
